n_thr,flow_thr,sa_thr,asz_thr,off_thr,n,wr_follow,mean_follow,sum_follow,wr_fade,mean_fade,sum_fade
10,0.5,1.02,1000,60,30,0.6333333333333333,-0.20085253483318274,-6.025576044995482,0.36666666666666664,0.6873306444710363,20.61991933413109
10,0.7,1.005,100,60,4009,0.5884260414068346,-0.1830670790560155,-733.9159199355661,0.41157395859316537,0.483229884406779,1937.268606586777
10,0.7,1.005,100,120,3344,0.597488038277512,-0.19015030614392847,-635.8626237452968,0.40251196172248804,0.4910013988581291,1641.9086777815837
10,0.7,1.005,100,240,923,0.5774647887323944,-0.22829164788616144,-210.71319099892702,0.4225352112676056,1.5188110990282835,1401.8626444031056
10,0.7,1.005,100,270,384,0.6927083333333334,-0.04027195197031538,-15.464429556601104,0.3072916666666667,1.0737741935661733,412.3292903294106
10,0.7,1.005,500,60,1625,0.5809230769230769,-0.17913384623613166,-291.09250013371394,0.41907692307692307,0.6099606675596956,991.1860847845054
10,0.7,1.005,500,120,1318,0.6130500758725341,-0.16923941038298596,-223.05754288477547,0.38694992412746587,0.560541516806201,738.793719150573
10,0.7,1.005,500,240,270,0.5666666666666667,-0.22600044406965333,-61.0201198988064,0.43333333333333335,2.164114295038622,584.3108596604279
10,0.7,1.005,500,270,122,0.6885245901639344,-0.008129279708840096,-0.9917721244784916,0.3114754098360656,2.3808766146315206,290.4669469850455
10,0.7,1.005,1000,60,392,0.6836734693877551,-0.12092477590586359,-47.40251215509853,0.3163265306122449,0.9515174723367873,372.9948491560206
10,0.7,1.005,1000,120,348,0.7011494252873564,-0.15747153108926545,-54.800092819064375,0.2988505747126437,1.0025207330547492,348.8772151030527
10,0.7,1.005,1000,240,101,0.6831683168316832,-0.2898110738183942,-29.270918455657814,0.31683168316831684,3.9881644201268065,402.8046064328075
10,0.7,1.005,1000,270,59,0.6949152542372882,-0.28132638868690135,-16.59825693252718,0.3050847457627119,4.79776648945813,283.0682228780297
10,0.7,1.01,100,60,2097,0.6218407248450167,-0.17209632209617054,-360.8859874356696,0.3781592751549833,0.48374102631132615,1014.404932174851
10,0.7,1.01,100,120,1819,0.6250687190764156,-0.197415220488209,-359.0982860680522,0.3749312809235844,0.4903764079782143,891.9946861123718
10,0.7,1.01,100,240,599,0.5709515859766278,-0.26546868467611795,-159.01574212099464,0.4290484140233723,1.7820287569269437,1067.4352253992392
10,0.7,1.01,100,270,218,0.7201834862385321,-0.022158760204521392,-4.830609724585663,0.2798165137614679,1.5926753851081519,347.2032339535771
10,0.7,1.01,500,60,840,0.6654761904761904,-0.1028097630646393,-86.36020097429702,0.3345238095238095,0.2910171640763095,244.4544178241
10,0.7,1.01,500,120,708,0.6991525423728814,-0.1133203519595269,-80.23080918734505,0.3008474576271186,0.23630824866266473,167.30624005316662
